raceId,driverId,constructorId,rank,points,grid,position,positionOrder,positionText,firstLapChange,pitStops
27,5,1,4,4,3,5,5,5,0,
27,13,6,5,6,2,3,3,3,0,
27,1,1,2,10,1,1,1,1,0,
28,16,10,19,0,20,,19,R,0,
28,7,5,17,0,19,18,18,18,3,
28,21,10,15,0,18,15,15,15,-1,
28,22,11,14,0,17,16,16,16,4,
28,6,3,18,0,16,13,13,13,-2,
28,2,2,11,0,15,10,10,10,3,
28,3,3,12,0,14,14,14,14,-3,
28,14,9,16,0,13,11,11,11,2,
28,18,11,13,0,12,12,12,12,-2,
28,20,5,20,0,11,,20,R,-4,
28,12,4,4,3,10,6,6,6,0,
28,15,7,5,2,9,7,7,7,0,
28,17,9,10,0,8,9,9,9,0,
28,4,4,8,5,7,4,4,4,1,
28,8,6,1,6,6,3,3,3,-1,
28,10,7,6,8,5,2,2,2,1,
28,9,2,9,1,4,8,8,8,-1,
28,13,6,2,0,3,17,17,17,2,
28,5,1,7,10,2,1,1,1,-1,
28,1,1,3,4,1,5,5,5,-1,
30,21,10,19,0,20,17,17,17,0,
30,6,3,17,0,19,14,14,14,0,
30,16,10,13,0,18,13,13,13,0,
30,18,11,16,0,17,15,15,15,0,
30,22,11,20,0,16,,19,R,1,
30,3,3,15,0,15,12,12,12,2,
30,14,9,11,0,14,11,11,11,-2,
30,10,7,12,0,13,9,9,9,4,
30,12,4,18,0,12,,20,R,6,
30,15,7,14,0,11,16,16,16,-3,
30,20,5,8,4,10,5,5,5,-2,
30,7,5,6,2,9,7,7,7,4,
30,9,2,5,3,8,6,6,6,0,
30,17,9,10,1,7,8,8,8,0,
30,4,4,9,5,6,4,4,4,2,
30,2,2,7,8,5,2,2,2,-5,
30,8,6,1,0,4,18,18,18,2,
30,5,1,4,0,3,10,10,10,-8,
30,13,6,3,10,2,1,1,1,-1,
30,1,1,2,6,1,3,3,3,0,
31,16,10,18,0,20,19,19,19,3,
31,18,11,7,0,19,15,15,15,1,
31,6,3,11,0,18,12,12,12,-1,
31,12,4,16,0,17,10,10,10,1,
31,22,11,19,0,16,17,17,17,1,
31,1,1,5,2,15,7,7,7,1,
31,8,6,1,0,14,9,9,9,1,
31,14,9,17,0,13,16,16,16,1,
31,21,10,20,0,12,,20,R,1,
31,9,2,12,6,11,3,3,3,1,
31,2,2,6,4,10,5,5,5,1,
31,10,7,8,0,9,11,11,11,1,
31,4,4,9,5,8,4,4,4,1,
31,15,7,15,0,7,13,13,13,1,
31,13,6,4,3,6,6,6,6,1,
31,3,3,10,0,5,14,14,14,1,
31,7,5,2,0,4,18,18,18,-16,
31,17,9,3,1,3,8,8,8,0,
31,5,1,13,8,2,2,2,2,0,
31,20,5,14,10,1,1,1,1,0,
33,21,10,19,0,20,,16,R,4,
33,16,10,18,0,19,,18,R,6,
33,18,11,17,0,18,14,14,14,7,
33,22,11,16,0,17,13,13,13,3,
33,2,2,8,0,16,9,9,9,1,
33,3,3,10,0,15,11,11,11,-3,
33,6,3,15,0,14,15,15,15,-5,
33,17,9,13,1,13,8,8,8,-4,
33,12,4,4,5,12,4,4,4,4,
33,14,9,,0,11,,20,R,-999,
33,7,5,6,0,10,10,10,10,1,
33,20,5,12,3,9,6,6,6,-3,
33,10,7,14,0,8,,19,R,-2,
33,15,7,9,4,7,5,5,5,3,
33,9,2,7,8,6,2,2,2,5,
33,13,6,1,2,5,7,7,7,0,
33,4,4,3,10,4,1,1,1,2,
33,5,1,5,0,3,,17,R,0,
33,8,6,2,6,2,3,3,3,-5,
33,1,1,11,0,1,12,12,12,-5,
34,21,10,18,0,20,17,17,17,1,
34,16,10,19,0,19,,19,R,2,
34,18,11,15,0,18,16,16,16,3,
34,6,3,17,0,17,12,12,12,1,
34,17,9,13,0,16,14,14,14,4,
34,14,9,14,0,15,10,10,10,1,
34,3,3,10,0,14,15,15,15,1,
34,22,11,16,0,13,11,11,11,3,
34,10,7,6,2,12,7,7,7,1,
34,9,2,7,3,11,6,6,6,3,
34,12,4,8,1,10,8,8,8,1,
34,2,2,3,4,9,5,5,5,3,
34,7,5,12,0,8,13,13,13,-10,
34,15,7,20,0,7,,20,R,-13,
34,20,5,9,0,6,9,9,9,-1,
34,5,1,11,0,5,,18,R,0,
34,4,4,5,5,4,4,4,4,0,
34,13,6,4,8,3,2,2,2,0,
34,8,6,2,6,2,3,3,3,0,
34,1,1,1,10,1,1,1,1,0,
35,16,10,17,0,20,16,16,16,5,
35,21,10,15,0,19,18,18,18,3,
35,3,3,12,0,18,12,12,12,5,
35,18,11,11,0,17,13,13,13,3,
35,6,3,18,0,16,17,17,17,-1,
35,22,11,16,0,15,15,15,15,4,
35,14,9,,0,14,,20,R,-999,
35,9,2,9,0,13,11,11,11,-5,
35,17,9,14,0,12,9,9,9,2,
35,12,4,,0,11,,19,R,-999,
35,10,7,2,3,10,6,6,6,1,
35,7,5,13,0,9,14,14,14,1,
35,2,2,10,0,8,10,10,10,-4,
35,20,5,7,5,7,4,4,4,2,
35,4,4,8,8,6,2,2,2,0,
35,5,1,6,2,5,7,7,7,-2,
35,1,1,4,4,4,5,5,5,0,
35,8,6,3,6,3,3,3,3,0,
35,15,7,5,1,2,8,8,8,0,
35,13,6,1,10,1,1,1,1,0,
36,13,6,8,3,22,6,6,6,4,
36,27,12,22,0,21,,22,R,1,
36,16,12,20,0,20,17,17,17,-2,
36,24,5,15,0,19,14,14,14,0,
36,14,9,11,0,18,,19,R,2,
36,26,5,21,0,17,,21,R,0,
36,22,11,14,0,16,11,11,11,2,
36,25,3,16,0,15,,18,R,0,
36,18,11,17,0,14,15,15,15,1,
36,5,4,10,0,13,10,10,10,2,
36,3,3,5,2,12,7,7,7,0,
36,19,8,19,0,11,16,16,16,-10,
36,11,8,18,0,10,12,12,12,0,
36,23,7,12,1,9,8,8,8,1,
