raceId,driverId,constructorId,rank,points,grid,position,positionOrder,positionText,firstLapChange,pitStops
110,21,17,,10,8,1,1,1,0,
110,30,6,,0,7,,14,R,0,
110,23,3,,2,6,7,7,7,0,
110,15,4,,1,5,8,8,8,0,
110,8,1,,8,4,2,2,2,0,
110,17,19,,0,3,9,9,9,0,
110,14,1,,5,2,4,4,4,0,
110,22,6,,0,1,,11,R,0,
111,50,18,,0,20,,18,R,3,
111,52,17,,0,19,,17,R,1,
111,51,18,,0,18,,19,R,-1,
111,21,17,,0,17,15,15,15,2,
111,15,4,,0,16,13,13,13,2,
111,42,19,,0,15,14,14,14,-5,
111,49,15,,0,14,11,11,11,-2,
111,43,7,,0,13,12,12,12,1,
111,14,1,,4,12,5,5,5,4,
111,2,15,,0,11,10,10,10,2,
111,44,7,,0,10,9,9,9,3,
111,18,16,,1,9,8,8,8,-1,
111,4,4,,3,8,6,6,6,2,
111,35,16,,0,7,,20,R,-6,
111,8,1,,8,6,2,2,2,1,
111,17,19,,0,5,,16,R,-6,
111,31,3,,2,4,7,7,7,0,
111,22,6,,6,3,3,3,3,0,
111,23,3,,5,2,4,4,4,1,
111,30,6,,10,1,1,1,1,-1,
112,8,1,,0,20,,20,R,-999,
112,50,18,,0,19,12,12,12,6,
112,51,18,,0,18,11,11,11,9,
112,21,17,,0,17,,13,R,6,
112,42,19,,0,16,,19,R,-999,
112,52,17,,1,15,8,8,8,3,
112,2,15,,0,14,10,10,10,4,
112,43,7,,3,13,6,6,6,5,
112,17,19,,2,12,7,7,7,-5,
112,35,16,,0,11,,17,R,4,
112,49,15,,0,10,,15,R,-5,
112,31,3,,5,9,4,4,4,3,
112,14,1,,0,8,,16,R,-8,
112,23,3,,4,7,5,5,5,3,
112,44,7,,0,6,,14,R,-8,
112,18,16,,0,5,9,9,9,0,
112,15,4,,0,4,,18,R,-999,
112,4,4,,8,3,2,2,2,0,
112,22,6,,6,2,3,3,3,0,
112,30,6,,10,1,1,1,1,0,
114,18,16,,0,20,,20,W,-999,
114,51,18,,0,19,,15,R,2,
114,50,18,,0,18,,16,R,2,
114,44,7,,0,17,13,13,13,-1,
114,52,17,,0,16,12,12,12,1,
114,49,15,,0,15,,19,R,-999,
114,2,15,,0,14,11,11,11,2,
114,42,19,,0,13,,18,R,-1,
114,21,17,,0,12,10,10,10,1,
114,35,16,,0,11,,14,R,-2,
114,43,7,,0,10,9,9,9,0,
114,17,19,,0,9,,17,R,0,
114,4,4,,4,8,5,5,5,2,
114,22,6,,1,7,8,8,8,-1,
114,14,1,,2,6,7,7,7,-1,
114,30,6,,6,5,3,3,3,0,
114,15,4,,3,4,6,6,6,0,
114,31,3,,10,3,1,1,1,1,
114,8,1,,8,2,2,2,2,-1,
114,23,3,,5,1,4,4,4,0,
115,8,1,,3,20,6,6,6,2,
115,52,17,,0,19,,18,R,0,
115,51,18,,0,18,,12,R,5,
115,18,16,,0,17,,13,R,1,
115,21,17,,0,16,,17,R,-1,
115,50,18,,0,15,9,9,9,1,
115,35,16,,0,14,,19,R,3,
115,42,19,,0,13,10,10,10,-7,
115,2,15,,0,12,,15,R,-3,
115,14,1,,0,11,,14,R,2,
115,49,15,,0,10,,20,R,-2,
115,43,7,,0,9,11,11,11,1,
115,15,4,,0,8,,16,R,-2,
115,44,7,,1,7,8,8,8,0,
115,17,19,,2,6,7,7,7,0,
115,22,6,,4,5,5,5,5,0,
115,4,4,,5,4,4,4,4,0,
115,30,6,,10,3,1,1,1,0,
115,31,3,,6,2,3,3,3,0,
115,23,3,,8,1,2,2,2,0,
116,2,15,,1,20,8,8,8,0,
116,51,18,,0,19,13,13,13,1,
116,50,18,,0,18,14,14,14,1,
116,35,16,,0,17,,17,R,-2,
116,42,19,,0,16,10,10,10,1,
116,49,15,,0,15,9,9,9,1,
116,52,17,,0,14,11,11,11,1,
116,21,17,,0,13,12,12,12,-3,
116,18,16,,2,12,7,7,7,1,
116,17,19,,3,11,6,6,6,-1,
116,43,7,,0,10,,16,R,0,
116,14,1,,0,9,15,15,15,0,
116,4,4,,5,8,4,4,4,1,
116,44,7,,0,7,,19,R,-1,
116,15,4,,0,6,,18,R,0,
116,22,6,,6,5,3,3,3,1,
116,31,3,,8,4,2,2,2,-1,
116,23,3,,10,3,1,1,1,1,
116,30,6,,4,2,5,5,5,-1,
116,8,1,,0,1,,20,R,0,
117,51,18,,0,20,14,14,14,0,
117,50,18,,0,19,16,16,16,3,
117,52,17,,0,18,15,15,15,-1,
117,21,17,,0,17,,19,R,-1,
117,49,15,,0,16,12,12,12,-1,
117,2,15,,0,15,13,13,13,0,
117,18,16,,0,14,,20,R,1,
117,43,7,,0,13,11,11,11,-1,
117,35,16,,0,12,9,9,9,0,
117,42,19,,0,11,10,10,10,1,
117,44,7,,1,10,8,8,8,-1,
117,17,19,,3,9,6,6,6,0,
117,22,6,,2,8,7,7,7,0,
117,4,4,,0,7,,18,R,0,
117,15,4,,0,6,,17,R,0,
117,14,1,,4,5,5,5,5,0,
117,8,1,,5,4,4,4,4,1,
117,30,6,,6,3,3,3,3,-1,
117,31,3,,8,2,2,2,2,0,
117,23,3,,10,1,1,1,1,0,
118,18,16,,1,20,8,8,8,5,
118,50,18,,0,19,15,15,15,2,
118,51,18,,0,18,16,16,16,-1,
118,52,17,,0,17,13,13,13,-1,
118,2,15,,0,16,17,17,17,2,
118,21,17,,0,15,,19,R,-1,
118,49,15,,0,14,12,12,12,-6,
118,44,7,,0,13,11,11,11,0,
118,14,1,,4,12,5,5,5,3,
118,17,19,,0,11,14,14,14,-1,
118,42,19,,0,10,,20,R,0,
118,35,16,,0,9,10,10,10,-2,
118,4,4,,0,8,,18,R,1,
118,31,3,,8,7,2,2,2,1,
118,43,7,,2,6,7,7,7,-2,
118,30,6,,5,5,4,4,4,0,
118,23,3,,0,4,9,9,9,0,
118,8,1,,6,3,3,3,3,1,
118,15,4,,3,2,6,6,6,1,
118,22,6,,10,1,1,1,1,-2,
119,53,18,,0,20,12,12,12,6,
119,50,18,,0,19,,14,R,6,
119,52,17,,0,18,,20,R,-999,
119,18,16,,1,17,8,8,8,5,
119,51,19,,0,16,,15,R,-1,
119,2,15,,0,15,10,10,10,4,
119,49,15,,0,14,,17,R,-2,
119,35,16,,0,13,9,9,9,-2,
119,21,17,,0,13,13,13,13,3,
119,17,19,,0,11,11,11,11,5,
119,14,1,,8,10,2,2,2,3,
119,43,7,,3,9,6,6,6,0,
119,4,4,,5,8,4,4,4,4,
119,44,7,,4,7,5,5,5,-1,
119,30,6,,2,6,7,7,7,1,
119,8,1,,0,5,,19,R,-999,
119,15,4,,6,4,3,3,3,2,
119,22,6,,0,3,,18,R,-999,
119,23,3,,0,2,,16,R,-1,
119,31,3,,10,1,1,1,1,0,
120,53,18,,0,20,13,13,13,1,
120,47,17,,0,19,,16,R,3,
120,50,18,,0,18,12,12,12,5,
120,49,15,,0,17,,14,R,3,
120,35,16,,0,16,,20,R,6,
120,43,7,,0,15,11,11,11,-5,
120,18,16,,0,14,10,10,10,-3,
120,21,17,,0,13,,18,R,2,
120,51,19,,0,12,,15,R,0,
120,2,15,,0,11,9,9,9,2,
120,44,7,,0,10,,17,R,-5,
120,14,1,,4,9,5,5,5,3,
120,30,6,,1,8,8,8,8,1,
120,8,1,,8,7,2,2,2,3,
120,15,4,,2,6,7,7,7,1,
120,22,6,,0,5,,19,R,2,
120,31,3,,6,4,3,3,3,-4,
120,17,19,,3,3,6,6,6,1,
120,23,3,,5,2,4,4,4,-16,
120,4,4,,10,1,1,1,1,0,
121,4,4,,1,20,8,8,8,3,
121,53,18,,0,19,12,12,12,5,
121,47,17,,0,18,11,11,11,5,
121,50,18,,0,17,,16,R,-1,
121,2,15,,0,16,9,9,9,5,
121,51,19,,0,15,,19,R,-4,
121,49,15,,0,14,13,13,13,-1,
121,21,17,,0,13,10,10,10,-3,
121,43,7,,0,12,,18,R,0,
121,17,19,,2,11,7,7,7,1,
121,35,16,,3,10,6,6,6,2,
121,44,7,,0,9,,15,R,3,
121,14,1,,0,8,,14,R,3,
121,18,16,,0,7,,17,R,-2,
121,15,4,,0,6,,20,R,-999,
121,48,3,,4,5,5,5,5,-2,
121,8,1,,5,4,4,4,4,0,
121,22,6,,6,3,3,3,3,0,
121,31,3,,8,2,2,2,2,0,
121,30,6,,10,1,1,1,1,0,
123,15,4,,4,20,5,5,5,7,
123,23,3,,0,19,12,12,12,5,
123,53,18,,0,18,16,16,16,-1,
123,50,18,,0,17,15,15,15,-3,
123,21,17,,0,16,,17,R,-1,
123,52,17,,0,15,14,14,14,-3,
123,30,6,,1,14,8,8,8,2,
123,11,16,,3,13,6,6,6,2,
123,49,15,,0,12,,19,R,-4,
123,2,15,,0,11,9,9,9,-4,
123,51,19,,0,10,13,13,13,0,
123,18,16,,5,9,4,4,4,1,
123,8,1,,8,8,2,2,2,2,
123,14,1,,6,7,3,3,3,2,
123,17,19,,0,6,11,11,11,-3,
123,4,4,,0,5,,18,R,2,
123,44,7,,0,4,10,10,10,-3,
123,43,7,,2,3,7,7,7,-1,
123,31,3,,0,2,,20,R,1,
123,22,6,,10,1,1,1,1,-1,
124,11,17,,0,22,,13,R,15,
124,62,18,,0,21,7,7,7,12,
124,37,19,,0,20,8,8,8,14,
124,56,19,,3,19,4,4,4,14,
124,17,18,,2,18,5,5,5,10,
124,59,21,,0,17,,12,D,3,
124,66,7,,0,16,,22,R,-999,
124,49,21,,0,15,,11,D,2,
124,63,7,,1,14,6,6,6,2,
124,35,16,,0,13,,10,R,3,
124,44,16,,0,12,,21,R,-999,
124,18,4,,0,11,,20,R,-999,
124,2,15,,0,10,,19,R,-999,
124,13,15,,0,9,,18,R,-999,
124,21,17,,0,8,,17,R,-999,
124,15,4,,0,7,,14,R,5,
124,31,3,,6,6,2,2,2,3,
124,8,1,,4,5,3,3,3,-6,
124,14,1,,0,4,,9,R,3,
124,23,3,,0,3,,16,R,-999,
124,30,6,,10,2,1,1,1,-2,
124,22,6,,0,1,,15,R,-999,
125,62,18,,0,22,,17,R,3,
125,17,18,,0,21,,15,R,1,
125,56,19,,0,20,,16,R,2,
125,66,7,,0,19,7,7,7,5,
125,44,16,,0,18,,21,R,1,
125,37,19,,0,17,10,10,10,1,
125,59,21,,0,16,,19,R,4,
125,11,17,,0,15,9,9,9,5,
125,13,15,,1,14,6,6,6,1,
125,35,16,,0,13,8,8,8,-2,
125,15,4,,0,12,,22,R,5,
125,49,21,,0,11,11,11,11,-11,
125,63,7,,0,10,12,12,12,1,
125,21,17,,0,9,13,13,13,1,
125,18,4,,3,8,4,4,4,2,
125,2,15,,2,7,5,5,5,2,
125,14,1,,0,6,,20,R,2,
125,8,1,,0,5,,18,R,2,
125,23,3,,10,4,1,1,1,2,
125,22,6,,0,3,,14,R,2,
125,31,3,,6,2,2,2,2,-9,
125,30,6,,4,1,3,3,3,-20,
126,62,18,,0,22,13,13,13,3,
126,59,21,,0,21,,20,R,5,
126,17,18,,0,20,11,11,11,2,
126,11,17,,0,19,9,9,9,2,
126,49,21,,0,18,,19,R,4,
126,44,16,,0,17,,18,R,2,
126,66,7,,0,16,,17,R,-6,
126,35,16,,0,15,10,10,10,2,
126,21,17,,0,14,,22,R,-7,
126,56,19,,0,13,7,7,7,3,
126,13,15,,0,12,,16,R,3,
126,37,19,,0,11,8,8,8,0,
126,63,7,,1,10,6,6,6,-2,
126,2,15,,0,9,,14,R,1,
126,22,6,,0,8,,21,R,2,
126,18,4,,3,7,4,4,4,3,
126,15,4,,0,6,,15,R,3,
126,8,1,,0,5,12,12,12,-2,
126,14,1,,4,4,3,3,3,-1,
126,23,3,,6,3,2,2,2,1,
126,30,6,,10,2,1,1,1,1,
126,31,3,,2,1,5,5,5,-19,
127,37,19,,0,22,,16,R,2,
127,59,21,,0,20,,12,R,4,
127,17,18,,0,19,11,11,11,0,
127,56,19,,0,18,,13,R,1,
127,66,7,,0,17,,21,R,-999,
127,63,7,,0,16,,17,R,1,
127,21,17,,0,15,,19,R,-3,
127,11,17,,0,14,,20,R,1,
127,49,21,,0,13,,18,R,-1,
127,44,16,,0,12,,15,R,0,
127,13,15,,0,11,8,8,8,1,
127,35,16,,0,10,7,7,7,-1,
127,18,4,,2,9,5,5,5,1,
127,15,4,,0,8,9,9,9,1,
127,2,15,,0,7,10,10,10,-2,
127,14,1,,1,6,6,6,6,0,
127,8,1,,0,5,,14,R,0,
127,31,3,,3,4,4,4,4,0,
127,23,3,,4,3,3,3,3,1,
127,22,6,,6,2,2,2,2,-1,
127,30,6,,10,1,1,1,1,0,
127,62,18,,0,0,,22,F,-999,
128,56,19,,0,22,,14,R,4,
128,62,18,,0,21,,22,W,-999,
128,17,18,,0,20,,21,W,-999,
128,66,7,,0,19,8,8,8,2,
128,11,17,,0,18,,16,R,5,
128,63,7,,0,17,9,9,9,1,
128,37,19,,0,16,,19,R,-3,
128,35,16,,0,15,7,7,7,0,
128,59,21,,0,14,,15,R,0,
128,44,16,,0,13,,13,R,2,
128,21,17,,0,12,,17,R,0,
128,13,15,,2,11,5,5,5,2,
128,49,21,,1,10,6,6,6,0,
128,15,4,,0,9,10,10,10,2,
128,2,15,,3,8,4,4,4,0,
128,14,1,,4,7,3,3,3,1,
128,18,4,,0,6,12,12,12,1,
128,8,1,,0,5,,18,R,1,
128,31,3,,6,4,2,2,2,1,
128,23,3,,0,3,11,11,11,1,
128,22,6,,0,2,,20,W,-999,
128,30,6,,10,1,1,1,1,0,
130,62,18,,0,22,,20,R,1,
130,59,21,,0,21,12,12,12,7,
130,17,18,,0,20,11,11,11,2,
130,56,19,,0,19,9,9,9,-1,
130,44,16,,0,18,,15,R,2,
130,37,19,,0,17,10,10,10,-2,
130,11,17,,0,16,,21,R,4,
130,2,15,,0,15,8,8,8,0,
130,35,16,,0,14,,18,R,-8,
130,13,15,,0,13,,14,R,0,
130,49,21,,1,12,6,6,6,2,
130,21,17,,2,11,5,5,5,0,
130,66,7,,0,10,,22,R,1,
130,63,7,,0,9,,13,R,1,
130,18,4,,0,8,,16,R,-9,
130,15,4,,3,7,4,4,4,2,
130,8,1,,0,6,,19,R,0,
130,22,6,,0,5,7,7,7,-2,
130,23,3,,4,4,3,3,3,0,
130,30,6,,6,3,2,2,2,0,
130,14,1,,10,2,1,1,1,1,
130,31,3,,0,1,,17,R,-1,
131,62,18,,0,22,14,14,14,1,
131,17,18,,0,21,11,11,11,1,
131,66,7,,0,20,,17,R,2,
131,49,21,,0,19,13,13,13,0,
131,63,7,,0,18,,19,R,4,
131,59,21,,0,17,,21,R,0,
131,37,19,,0,16,,20,R,-6,
131,11,17,,0,15,10,10,10,-1,
131,56,19,,0,14,,18,R,-1,
131,18,4,,0,13,15,15,15,3,
131,13,15,,0,12,9,9,9,-1,
131,44,16,,0,11,8,8,8,-1,
131,15,4,,1,10,6,6,6,1,
131,35,16,,0,9,,22,R,-2,
131,14,1,,6,8,2,2,2,2,
131,2,15,,0,7,12,12,12,0,
131,21,17,,2,6,5,5,5,-2,
131,8,1,,3,5,4,4,4,1,
131,23,3,,0,4,7,7,7,-1,
131,22,6,,4,3,3,3,3,2,
131,30,6,,10,2,1,1,1,-1,
131,31,3,,0,1,,16,R,-1,
132,62,18,,0,22,,18,R,3,
132,59,21,,0,21,11,11,11,6,
132,17,18,,0,20,15,15,15,4,
132,35,16,,0,19,12,12,12,-1,
132,21,17,,0,18,,22,R,-3,
132,56,19,,0,17,,19,R,3,
132,37,19,,0,16,10,10,10,-2,
132,49,21,,0,15,13,13,13,-2,
132,11,17,,0,14,16,16,16,-8,
132,66,7,,0,13,14,14,14,2,
132,44,16,,0,12,9,9,9,-1,
132,13,15,,1,11,6,6,6,2,
132,63,7,,0,10,,17,R,-2,
132,2,15,,0,9,7,7,7,-1,
132,18,4,,2,8,5,5,5,1,
132,15,4,,0,7,8,8,8,-1,
132,8,1,,4,6,3,3,3,0,
132,14,1,,0,5,,21,R,0,
132,22,6,,10,4,1,1,1,3,
132,30,6,,6,3,2,2,2,0,
132,23,3,,3,2,4,4,4,0,
132,31,3,,0,1,,20,R,-3,
133,37,19,,0,21,11,11,11,2,
133,17,18,,0,20,,20,R,2,
133,56,19,,0,19,,17,R,6,
133,59,21,,0,18,,16,R,6,
133,21,17,,0,17,7,7,7,1,
133,49,21,,0,16,,18,R,-1,
133,66,7,,0,15,,21,R,-999,
133,11,17,,0,14,,13,R,-1,
133,44,16,,2,13,5,5,5,2,
133,18,4,,0,12,12,12,12,5,
133,13,15,,0,11,9,9,9,-9,
133,2,15,,1,10,6,6,6,0,
133,35,16,,3,9,4,4,4,0,
133,63,7,,0,8,,19,R,0,
133,15,4,,0,7,,15,R,1,
133,14,1,,0,6,10,10,10,1,
133,8,1,,0,5,,14,R,1,
133,23,3,,0,4,8,8,8,1,
133,30,6,,10,3,1,1,1,1,
133,22,6,,6,2,2,2,2,-12,
133,31,3,,4,1,3,3,3,0,
134,62,18,,0,19,10,10,10,4,
134,17,18,,0,18,8,8,8,4,
134,66,7,,0,17,11,11,11,5,
134,63,7,,0,16,,15,R,5,
134,37,19,,0,15,9,9,9,-1,
134,11,17,,0,14,,18,R,-3,
134,35,16,,0,13,,16,R,0,
134,13,15,,0,12,,14,R,5,
134,44,16,,0,11,,17,R,-7,
134,2,15,,0,10,7,7,7,0,
134,56,19,,0,9,,12,R,0,
134,15,4,,0,8,,13,R,0,
134,18,4,,1,7,6,6,6,1,
134,14,1,,4,6,3,3,3,1,
134,23,3,,2,5,5,5,5,1,
134,8,1,,6,4,2,2,2,1,
134,22,6,,0,3,,19,R,-999,
134,30,6,,10,2,1,1,1,0,
134,31,3,,3,1,4,4,4,0,
134,49,21,,0,0,,20,F,-999,
134,59,21,,0,0,,21,F,-999,
134,21,17,,0,0,,22,F,-999,
135,17,18,,0,21,,19,R,2,
135,37,19,,0,20,,21,R,-999,
135,63,7,,0,19,9,9,9,1,
135,59,21,,0,18,,13,R,1,
135,66,7,,0,17,,18,R,2,
135,56,19,,0,16,,12,R,0,
135,49,21,,0,15,,20,R,-5,
135,13,15,,0,14,7,7,7,3,
135,18,4,,0,13,,17,R,3,
135,11,17,,0,12,8,8,8,-1,
135,35,16,,0,11,,16,R,-3,
135,2,15,,1,10,6,6,6,-2,
135,14,1,,2,9,5,5,5,2,
135,15,4,,0,8,,15,R,2,
135,44,16,,0,7,,14,R,-2,
135,21,17,,0,6,,10,R,-2,
135,8,1,,0,5,,11,R,1,
135,31,3,,6,4,2,2,2,-1,
135,22,6,,3,3,4,4,4,0,
135,23,3,,4,2,3,3,3,0,
135,30,6,,10,1,1,1,1,0,
136,19,18,,0,20,,17,R,0,
136,17,18,,0,19,16,16,16,1,
136,66,7,,0,18,14,14,14,1,
136,63,7,,0,17,15,15,15,2,
136,56,19,,0,16,,19,R,3,
136,37,19,,0,15,13,13,13,-1,
136,11,17,,0,14,10,10,10,0,
136,35,16,,0,13,,20,R,1,
136,44,16,,0,12,12,12,12,-7,
136,8,1,,3,11,4,4,4,3,
136,14,1,,2,10,5,5,5,-1,
136,18,4,,0,9,,18,R,3,
136,2,15,,0,8,9,9,9,-2,
136,13,15,,0,7,7,7,7,2,
136,15,4,,0,6,8,8,8,-3,
136,21,17,,1,5,6,6,6,1,
136,31,3,,0,4,11,11,11,-3,
136,23,3,,4,3,3,3,3,0,
136,30,6,,6,2,2,2,2,0,
136,22,6,,10,1,1,1,1,0,
137,19,18,,0,20,,18,R,0,
137,17,18,,0,19,,20,R,0,
137,2,15,,0,18,10,10,10,3,
137,13,15,,0,17,,15,R,1,
137,11,17,,0,16,11,11,11,-1,
137,44,16,,0,15,12,12,12,-3,
137,21,17,,0,14,,13,R,1,
137,66,7,,0,13,9,9,9,1,
137,35,16,,0,12,8,8,8,-2,
137,37,19,,0,11,,14,R,0,
137,18,4,,0,10,,19,R,1,
137,63,7,,0,9,7,7,7,-1,
137,56,19,,1,8,6,6,6,0,
137,15,4,,0,7,,17,R,0,
137,14,1,,3,6,4,4,4,1,
137,31,3,,4,5,3,3,3,1,
137,23,3,,2,4,5,5,5,-2,
137,22,6,,6,3,2,2,2,1,
137,8,1,,0,2,,16,R,-1,
137,30,6,,10,1,1,1,1,0,
138,62,18,,0,20,13,13,13,1,
138,17,18,,0,19,,16,R,1,
138,11,17,,0,18,12,12,12,1,
138,18,4,,2,17,5,5,5,3,
138,44,16,,1,16,6,6,6,7,
138,2,15,,0,15,10,10,10,4,
138,13,15,,0,14,,17,R,1,
138,66,7,,0,13,,19,R,6,
138,21,17,,0,12,8,8,8,-4,
138,15,4,,3,11,4,4,4,-1,
138,63,7,,0,10,11,11,11,2,
138,35,16,,0,9,9,9,9,-1,
138,37,19,,0,8,,18,R,-7,
138,14,1,,0,7,7,7,7,-13,
138,8,1,,0,6,,15,R,1,
138,56,19,,4,5,3,3,3,-1,
138,22,6,,10,4,1,1,1,1,
138,23,3,,0,3,,20,R,2,
138,30,6,,6,2,2,2,2,-2,
138,31,3,,0,1,,14,R,-1,
140,62,18,,0,20,,16,R,2,
140,17,18,,0,19,10,10,10,0,
140,66,7,,0,18,,20,W,-999,
140,37,19,,0,17,,12,R,1,
140,44,16,,0,16,,17,R,-1,
140,13,15,,0,15,,19,R,2,
140,56,19,,0,14,9,9,9,-1,
140,63,7,,0,13,8,8,8,1,
140,2,15,,0,12,7,7,7,2,
140,15,4,,0,11,,14,R,3,
140,18,4,,1,10,6,6,6,1,
140,35,16,,0,9,,15,R,-5,
140,21,17,,0,8,,13,R,-3,
140,11,17,,2,7,5,5,5,0,
140,31,3,,3,6,4,4,4,0,
140,23,3,,0,5,11,11,11,1,
140,8,1,,4,4,3,3,3,-1,
140,14,1,,0,3,,18,R,0,
140,22,6,,6,2,2,2,2,0,
140,30,6,,10,1,1,1,1,0,
141,58,18,,0,22,,20,R,2,
141,54,19,,0,21,8,8,8,4,
141,60,20,,0,20,,22,R,-999,
141,4,18,,0,19,12,12,12,0,
141,59,21,,0,18,,21,R,0,
141,21,22,,0,17,13,13,13,5,
141,18,22,,0,16,,14,R,2,
141,50,21,,0,15,10,10,10,4,
141,55,20,,0,14,9,9,9,-1,
141,8,15,,1,13,6,6,6,-3,
141,56,19,,0,12,11,11,11,-9,
141,31,3,,0,11,,15,R,-2,
141,2,15,,3,10,4,4,4,1,
141,44,16,,0,9,7,7,7,-1,
141,35,16,,0,8,,19,R,0,
141,15,17,,0,7,,16,R,1,
141,14,1,,6,6,2,2,2,-1,
141,23,3,,0,5,,18,R,1,
141,49,17,,2,4,5,5,5,1,
141,57,1,,0,3,,17,R,1,
141,22,6,,4,2,3,3,3,-3,
141,30,6,,10,1,1,1,1,0,
142,59,21,,0,22,,18,R,8,
142,4,18,,0,21,13,13,13,3,
142,58,18,,0,20,14,14,14,4,
142,60,20,,0,19,12,12,12,2,
142,50,21,,0,18,7,7,7,12,
142,18,22,,0,17,11,11,11,5,
142,21,22,,0,16,,15,R,3,
142,54,19,,0,15,10,10,10,0,
142,8,15,,0,14,,22,R,-999,
142,55,20,,0,13,9,9,9,2,
142,56,19,,0,12,,20,R,-7,
142,2,15,,0,11,,17,R,1,
142,44,16,,0,10,,21,R,1,
142,49,17,,3,9,4,4,4,4,
142,14,1,,4,8,3,3,3,4,
142,35,16,,0,7,,16,R,0,
142,31,3,,0,6,,19,R,-15,
142,15,17,,0,5,8,8,8,2,
142,57,1,,1,4,6,6,6,-4,
142,23,3,,2,3,5,5,5,-17,
142,22,6,,6,2,2,2,2,0,
142,30,6,,10,1,1,1,1,0,
143,58,18,,0,22,9,9,9,2,
143,60,20,,0,21,,14,R,2,
143,18,22,,0,20,10,10,10,3,
143,4,18,,0,19,,19,R,-2,
143,21,22,,1,18,6,6,6,2,
143,50,21,,0,17,,17,R,3,
143,59,21,,0,16,,20,R,-2,
143,55,20,,0,15,8,8,8,3,
143,54,19,,0,14,,18,R,-1,
143,56,19,,0,13,,15,R,2,
143,35,16,,0,12,7,7,7,4,
143,44,16,,3,11,4,4,4,-2,
143,8,15,,0,10,,12,R,0,
143,2,15,,4,9,3,3,3,0,
143,49,17,,0,8,11,11,11,2,
143,15,17,,2,7,5,5,5,3,
143,22,6,,0,6,,21,R,-1,
143,14,1,,10,5,1,1,1,2,
143,31,3,,0,4,,16,R,2,
143,57,1,,0,3,,22,R,-999,
143,23,3,,0,2,,13,R,-3,
143,30,6,,6,1,2,2,2,0,
144,58,18,,0,22,,13,R,1,
144,18,22,,0,21,12,12,12,2,
144,60,20,,0,20,,18,R,-2,
144,21,22,,0,19,,16,R,4,
144,4,18,,0,18,,22,R,-2,
144,50,21,,0,17,,21,R,0,
144,59,21,,0,16,10,10,10,-2,
144,54,19,,0,15,11,11,11,-1,
144,55,20,,0,14,9,9,9,0,
144,56,19,,0,13,,15,R,1,
144,2,15,,0,12,7,7,7,-1,
144,35,16,,0,11,,17,R,1,
144,8,15,,0,10,,20,R,1,
144,49,17,,1,9,6,6,6,-2,
144,44,16,,0,8,8,8,8,1,
144,31,3,,0,7,,14,R,1,
144,22,6,,4,6,3,3,3,-2,
144,15,17,,2,5,5,5,5,2,
144,30,6,,0,4,,19,R,-1,
144,23,3,,10,3,1,1,1,2,
144,57,1,,3,2,4,4,4,-2,
144,14,1,,6,1,2,2,2,-1,
145,58,18,,0,22,16,16,16,2,
145,18,22,,0,21,15,15,15,2,
145,37,19,,0,20,,21,R,3,
145,21,22,,0,19,14,14,14,4,
145,4,18,,0,18,13,13,13,2,
145,50,21,,0,17,12,12,12,5,
145,59,21,,0,16,,20,R,-5,
145,55,20,,0,15,10,10,10,2,
145,54,20,,0,14,11,11,11,0,
145,56,19,,0,13,,18,R,4,
145,31,3,,6,12,2,2,2,6,
145,44,16,,0,11,7,7,7,0,
145,2,15,,1,10,6,6,6,2,
145,8,15,,0,9,8,8,8,-1,
145,49,17,,0,8,,22,R,-10,
145,35,16,,4,7,3,3,3,0,
145,15,17,,3,6,4,4,4,1,
145,23,3,,0,5,,19,R,1,
145,22,6,,0,4,,17,R,1,
145,14,1,,2,3,5,5,5,-19,
145,57,1,,0,2,9,9,9,0,
145,30,6,,10,1,1,1,1,0,
147,58,18,,0,22,,12,R,4,
147,54,20,,0,21,,17,R,2,
147,59,21,,0,20,9,9,9,3,
147,50,21,,0,19,8,8,8,-1,
147,4,18,,0,18,,13,R,2,
147,18,22,,0,17,7,7,7,2,
147,2,15,,0,16,,22,R,-999,
147,8,15,,0,15,10,10,10,3,
147,37,19,,0,14,,18,R,0,
147,49,17,,0,13,,14,R,0,
147,44,16,,0,12,,20,R,1,
147,55,20,,1,11,6,6,6,1,
147,21,22,,0,10,,15,R,1,
147,35,16,,3,9,4,4,4,1,
147,15,17,,0,8,,16,R,1,
147,31,3,,0,7,,21,R,2,
147,56,19,,4,6,3,3,3,0,
147,23,3,,0,5,,11,R,1,
147,22,6,,6,4,2,2,2,1,
147,57,1,,0,3,,19,R,1,
147,30,6,,10,2,1,1,1,1,
147,14,1,,2,1,5,5,5,-20,
148,4,18,,0,22,,19,R,2,
148,58,18,,0,21,9,9,9,4,
148,18,22,,0,20,,18,R,2,
148,54,20,,0,19,8,8,8,-2,
148,21,22,,0,18,,22,R,-999,
148,59,21,,0,17,,15,R,1,
148,55,20,,2,16,5,5,5,-3,
148,56,19,,0,15,,21,R,2,
148,37,19,,1,14,6,6,6,0,
148,50,21,,0,13,10,10,10,6,
148,41,17,,0,12,7,7,7,3,
148,2,15,,0,11,,20,R,-1,
148,31,3,,0,10,,16,R,-1,
148,35,16,,0,9,,14,R,-6,
148,57,1,,4,8,3,3,3,-2,
148,8,15,,3,7,4,4,4,-1,
148,44,16,,0,6,,13,R,0,
148,22,6,,0,5,,17,R,1,
148,15,17,,0,4,11,11,11,-1,
148,14,1,,0,3,,12,R,0,
