raceId,driverId,constructorId,rank,points,grid,position,positionOrder,firstLapChange,pitStops
147,4,18,,0,18,,13,2,
147,49,17,,0,13,,14,0,
147,21,22,,0,10,,15,1,
147,15,17,,0,8,,16,1,
147,54,20,,0,21,,17,2,
147,37,19,,0,14,,18,0,
147,57,1,,0,3,,19,1,
147,44,16,,0,12,,20,1,
147,31,3,,0,7,,21,2,
147,2,15,,0,16,,22,-999,
148,23,3,,10,2,1,1,0,
148,30,6,,6,1,2,2,0,
148,57,1,,4,8,3,3,-2,
148,8,15,,3,7,4,4,-1,
148,55,20,,2,16,5,5,-3,
148,37,19,,1,14,6,6,0,
148,41,17,,0,12,7,7,3,
148,54,20,,0,19,8,8,-2,
148,58,18,,0,21,9,9,4,
148,50,21,,0,13,10,10,6,
148,15,17,,0,4,11,11,-1,
148,14,1,,0,3,,12,0,
148,44,16,,0,6,,13,0,
148,35,16,,0,9,,14,-6,
148,59,21,,0,17,,15,1,
148,31,3,,0,10,,16,-1,
148,22,6,,0,5,,17,1,
148,18,22,,0,20,,18,2,
148,4,18,,0,22,,19,2,
148,2,15,,0,11,,20,-1,
148,56,19,,0,15,,21,2,
148,21,22,,0,18,,22,-999,
149,30,6,,10,1,1,1,0,
149,31,3,,6,3,2,2,0,
149,14,1,,4,5,3,3,1,
149,23,3,,3,2,4,4,0,
149,22,6,,2,4,5,5,-3,
149,57,1,,1,6,6,6,1,
149,56,19,,0,12,7,7,1,
149,37,19,,0,16,8,8,1,
149,35,16,,0,11,9,9,-1,
149,8,15,,0,9,10,10,0,
149,21,22,,0,15,11,11,2,
149,54,20,,0,17,12,12,-3,
149,18,22,,0,20,13,13,2,
149,4,18,,0,21,14,14,0,
149,55,20,,0,14,15,15,-5,
149,50,21,,0,19,,16,5,
149,2,15,,0,10,,17,2,
149,49,17,,0,8,,18,-2,
149,15,17,,0,7,,19,1,
149,59,21,,0,18,,20,2,
149,44,16,,0,13,,21,-4,
149,58,18,,0,22,,22,0,
150,30,6,,10,2,1,1,0,
150,23,3,,6,1,2,2,0,
150,22,6,,4,8,3,3,3,
150,14,1,,3,3,4,4,0,
150,15,17,,2,5,5,5,-1,
150,2,15,,1,9,6,6,-1,
150,8,15,,0,13,7,7,4,
150,49,17,,0,7,8,8,0,
150,44,16,,0,11,9,9,-1,
150,54,20,,0,15,10,10,2,
150,21,22,,0,16,11,11,0,
150,55,20,,0,19,12,12,1,
150,50,21,,0,18,13,13,4,
150,37,19,,0,14,14,14,-7,
150,58,18,,0,22,15,15,3,
150,18,22,,0,17,16,16,0,
150,4,18,,0,21,17,17,1,
150,56,19,,0,12,,18,1,
150,31,3,,0,6,,19,2,
150,59,21,,0,20,,20,5,
150,35,16,,0,10,,21,2,
150,57,1,,0,4,,22,-999,
151,57,1,,10,2,1,1,0,
151,30,6,,6,1,2,2,0,
151,22,6,,4,6,3,3,2,
151,31,3,,3,8,4,4,5,
151,8,15,,2,7,5,5,1,
151,2,15,,1,9,6,6,2,
151,49,17,,0,5,7,7,-3,
151,35,16,,0,12,8,8,2,
151,56,19,,0,15,9,9,0,
151,50,21,,0,17,10,10,6,
151,55,20,,0,14,11,11,5,
151,37,19,,0,13,12,12,1,
151,21,22,,0,19,13,13,2,
151,59,21,,0,20,14,14,6,
151,18,22,,0,18,15,15,5,
151,4,18,,0,21,16,16,2,
151,23,3,,0,10,,17,5,
151,54,20,,0,16,,18,0,
151,14,1,,0,3,,19,-15,
151,15,17,,0,4,,20,-999,
151,44,16,,0,11,,21,-999,
151,58,18,,0,0,,22,-999,
152,23,3,,10,2,1,1,0,
152,22,6,,6,6,2,2,1,
152,35,16,,4,12,3,3,2,
152,21,22,,3,17,4,4,2,
152,18,22,,2,18,5,5,5,
152,55,20,,1,14,6,6,-4,
152,44,16,,0,13,7,7,-1,
152,59,21,,0,19,8,8,3,
152,50,21,,0,20,9,9,9,
152,4,18,,0,21,10,10,2,
152,15,17,,0,10,,11,1,
152,14,1,,0,5,,12,-1,
152,58,18,,0,22,,13,2,
152,31,3,,0,1,,14,0,
152,30,6,,0,4,,15,1,
152,54,20,,0,16,,16,-1,
152,8,15,,0,8,,17,1,
152,56,19,,0,11,,18,3,
152,57,1,,0,3,,19,-1,
152,41,17,,0,15,,20,3,
152,2,15,,0,7,,21,-999,
152,37,19,,0,9,,22,-999,
153,30,6,,10,1,1,1,0,
153,22,6,,6,3,2,2,1,
153,14,1,,4,2,3,3,-1,
153,23,3,,3,4,4,4,0,
153,57,1,,2,6,5,5,0,
153,2,15,,1,7,6,6,0,
153,8,15,,0,9,7,7,0,
153,31,3,,0,8,8,8,0,
153,35,16,,0,10,9,9,-1,
153,55,17,,0,12,10,10,7,
153,37,19,,0,13,11,11,1,
153,50,21,,0,21,12,12,6,
153,21,22,,0,15,,13,1,
153,49,20,,0,16,,14,-4,
153,58,18,,0,22,,15,1,
153,44,16,,0,11,,16,1,
153,15,17,,0,5,,17,-8,
153,4,18,,0,18,,18,1,
153,18,22,,0,17,,19,1,
153,59,21,,0,20,,20,2,
153,54,20,,0,19,,21,0,
153,56,19,,0,14,,22,-999,
154,30,6,,10,3,1,1,2,
154,14,1,,6,9,2,2,5,
154,21,22,,4,8,3,3,6,
154,57,1,,3,7,4,4,1,
154,22,6,,2,5,5,5,2,
154,55,17,,1,13,6,6,6,
154,23,3,,0,2,7,7,-10,
154,35,16,,0,6,8,8,-3,
154,49,20,,0,4,9,9,-10,
154,50,21,,0,19,10,10,9,
154,44,16,,0,11,11,11,0,
154,59,21,,0,21,12,12,6,
154,58,18,,0,22,13,13,6,
154,15,17,,0,16,,14,8,
154,18,22,,0,15,,15,10,
154,31,3,,0,1,,16,-12,
154,37,19,,0,10,,17,-7,
154,2,15,,0,14,,18,-999,
154,8,15,,0,12,,19,-999,
154,56,19,,0,17,,20,-999,
154,54,20,,0,18,,21,-999,
154,4,18,,0,20,,22,-999,
155,31,3,,10,1,1,1,0,
155,22,6,,6,2,2,2,0,
155,23,3,,4,4,3,3,0,
155,30,6,,3,3,4,4,0,
155,37,19,,2,10,5,5,4,
155,35,16,,1,15,6,6,4,
155,8,15,,0,9,7,7,0,
155,55,17,,0,16,8,8,-999,
155,44,16,,0,17,9,9,3,
155,21,22,,0,14,10,10,-6,
155,2,15,,0,8,11,11,-10,
155,61,20,,0,20,12,12,3,
155,4,18,,0,21,13,13,5,
155,59,21,,0,18,,14,6,
155,62,18,,0,22,,15,3,
155,49,20,,0,12,,16,-3,
155,50,21,,0,19,,17,11,
155,57,1,,0,7,,18,-6,
155,56,19,,0,13,,19,6,
155,14,1,,0,6,,20,1,
155,18,22,,0,11,,21,-10,
155,15,17,,0,5,,22,-5,
156,57,1,,10,4,1,1,-1,
156,30,6,,6,1,2,2,0,
156,14,1,,4,7,3,3,1,
156,15,17,,3,8,4,4,-5,
156,56,19,,2,14,5,5,2,
156,2,15,,1,6,6,6,-2,
156,55,17,,0,9,7,7,2,
156,21,22,,0,12,8,8,2,
156,18,22,,0,10,9,9,-1,
156,49,20,,0,15,10,10,-1,
156,44,16,,0,13,11,11,-2,
156,37,19,,0,16,12,12,-3,
156,59,21,,0,19,13,13,2,
156,61,20,,0,21,14,14,-1,
156,22,6,,0,5,15,15,2,
156,35,16,,0,18,,16,0,
156,50,21,,0,20,,17,6,
156,31,3,,0,3,,18,1,
156,62,18,,0,22,,19,1,
156,23,3,,0,2,,20,-2,
156,4,18,,0,17,,21,-3,
156,8,15,,0,11,,22,2,
157,30,6,,10,1,1,1,0,
157,31,3,,6,2,2,2,0,
157,14,1,,4,7,3,3,0,
157,57,1,,3,5,4,4,-1,
157,22,6,,2,4,5,5,1,
157,23,3,,1,3,6,6,-1,
157,18,22,,0,9,7,7,0,
157,15,17,,0,8,8,8,-3,
157,2,15,,0,10,9,9,-4,
157,35,16,,0,14,10,10,1,
157,4,18,,0,18,11,11,0,
157,49,20,,0,15,12,12,-1,
157,44,16,,0,17,13,13,-2,
157,59,21,,0,20,14,14,-2,
157,50,21,,0,21,15,15,4,
157,62,18,,0,22,16,16,1,
157,21,22,,0,6,17,17,1,
157,37,19,,0,16,,18,1,
157,61,20,,0,19,,19,-1,
157,56,19,,0,13,,20,1,
157,8,15,,0,12,,21,2,
157,55,17,,0,11,,22,3,
158,30,6,,10,3,1,1,0,
158,22,6,,6,4,2,2,-1,
158,23,3,,4,11,3,3,-2,
158,35,16,,3,8,4,4,1,
158,21,22,,2,9,5,5,-2,
158,41,16,,1,16,6,6,2,
158,25,22,,0,14,7,7,-2,
158,48,18,,0,18,8,8,-4,
158,2,20,,0,15,9,9,-3,
158,63,15,,0,10,,10,2,
158,18,3,,0,21,,11,6,
158,64,15,,0,19,,12,2,
158,60,18,,0,22,,13,3,
158,49,17,,0,5,,14,1,
158,15,17,,0,6,,15,0,
158,55,20,,0,17,,16,-3,
158,57,1,,0,1,,17,0,
158,50,21,,0,13,,18,3,
158,14,1,,0,2,,19,0,
158,37,21,,0,12,,20,0,
158,56,19,,0,7,,21,-2,
158,65,19,,0,20,,22,-1,
159,30,6,,10,3,1,1,1,
159,21,22,,6,5,2,2,-1,
159,49,17,,4,7,3,3,0,
159,15,17,,3,12,4,4,3,
159,23,3,,2,11,5,5,-1,
159,18,3,,1,9,6,6,-4,
159,50,21,,0,14,7,7,3,
159,37,21,,0,16,8,8,-1,
159,41,16,,0,8,9,9,0,
159,60,18,,0,20,10,10,1,
159,14,1,,0,2,,11,-1,
159,65,19,,0,17,,12,2,
159,48,18,,0,18,,13,0,
159,57,1,,0,1,,14,0,
159,22,6,,0,4,,15,0,
159,56,19,,0,6,,16,1,
159,35,16,,0,10,,17,0,
159,55,20,,0,15,,18,1,
159,2,20,,0,19,,19,3,
159,25,22,,0,13,,20,-7,
159,64,15,,0,0,,21,-999,
159,63,15,,0,0,,22,-999,
160,30,6,,10,2,1,1,0,
160,57,1,,6,1,2,2,0,
160,14,1,,4,3,3,3,-1,
160,22,6,,3,4,4,4,1,
160,35,16,,2,9,5,5,4,
160,63,15,,1,12,6,6,2,
160,56,19,,0,7,7,7,-1,
160,64,15,,0,10,8,8,-3,
160,25,22,,0,11,9,9,-5,
160,65,19,,0,17,10,10,-2,
160,21,22,,0,19,11,11,-1,
160,41,16,,0,14,12,12,2,
160,60,18,,0,20,13,13,-1,
160,50,21,,0,16,14,14,5,
160,15,17,,0,8,15,15,2,
160,37,21,,0,13,,16,-1,
160,23,3,,0,5,,17,-4,
160,55,20,,0,15,,18,0,
160,2,20,,0,22,,19,0,
160,18,3,,0,18,,20,1,
160,48,18,,0,21,,21,3,
160,49,17,,0,6,,22,-1,
161,14,1,,10,4,1,1,1,
161,57,1,,6,3,2,2,-1,
161,30,6,,4,5,3,3,-3,
161,23,3,,3,7,4,4,0,
161,18,3,,2,6,5,5,1,
161,15,17,,1,11,6,6,1,
161,21,22,,0,12,7,7,1,
161,63,15,,0,18,8,8,4,
161,25,22,,0,20,9,9,2,
161,55,20,,0,15,10,10,2,
161,64,15,,0,13,11,11,-3,
161,65,19,,0,14,12,12,-5,
161,56,19,,0,9,13,13,-3,
161,48,18,,0,21,14,14,0,
161,60,18,,0,22,15,15,0,
161,35,16,,0,10,16,16,4,
161,49,17,,0,2,17,17,0,
161,2,20,,0,17,,18,-3,
161,41,16,,0,16,,19,1,
161,22,6,,0,1,,20,0,
161,37,21,,0,19,,21,2,
161,50,21,,0,8,,22,-1,
162,57,1,,10,2,1,1,0,
162,14,1,,6,4,2,2,0,
162,22,6,,4,3,3,3,-2,
162,23,3,,3,5,4,4,2,
162,30,6,,2,1,5,5,0,
162,49,17,,1,8,6,6,1,
162,63,15,,0,12,7,7,2,
162,41,16,,0,16,8,8,5,
162,21,22,,0,13,9,9,-3,
162,25,22,,0,18,10,10,4,
162,56,19,,0,9,11,11,-3,
162,15,17,,0,7,12,12,-1,
162,65,19,,0,14,13,13,-1,
162,48,18,,0,20,14,14,1,
162,60,18,,0,21,15,15,0,
162,2,20,,0,19,16,16,-1,
162,18,3,,0,10,17,17,1,
162,50,21,,0,11,,18,-2,
162,35,16,,0,6,,19,0,
162,55,20,,0,17,,20,0,
162,37,21,,0,22,,21,4,
162,64,15,,0,15,,22,-999,
163,30,6,,10,2,1,1,0,
163,57,1,,6,3,2,2,2,
163,14,1,,4,1,3,3,-2,
163,22,6,,3,4,4,4,0,
163,21,22,,2,7,5,5,0,
163,37,21,,1,12,6,6,2,
163,64,15,,0,15,7,7,0,
163,60,18,,0,21,8,8,1,
163,55,20,,0,17,9,9,3,
163,18,3,,0,11,10,10,-2,
163,65,19,,0,16,11,11,-2,
163,25,22,,0,14,12,12,3,
163,41,16,,0,18,,13,-1,
163,48,18,,0,20,,14,3,
163,35,16,,0,9,,15,4,
163,56,19,,0,8,,16,0,
163,50,21,,0,13,,17,4,
163,23,3,,0,5,,18,-1,
163,63,15,,0,19,,19,3,
163,49,17,,0,10,,20,-2,
163,15,17,,0,6,,21,-999,
164,14,1,,10,3,1,1,0,
164,22,6,,6,6,2,2,-2,
164,21,22,,4,8,3,3,-1,
164,56,19,,3,10,4,4,-1,
164,63,15,,2,13,5,5,1,
164,57,1,,1,5,6,6,0,
164,35,16,,0,17,7,7,2,
164,2,20,,0,18,8,8,-3,
164,65,19,,0,11,9,9,1,
164,49,17,,0,4,10,10,0,
164,50,21,,0,15,,11,2,
164,30,6,,0,1,,12,0,
164,41,16,,0,20,,13,4,
164,23,3,,0,9,,14,3,
164,15,17,,0,2,,15,0,
164,64,15,,0,19,,16,5,
164,55,20,,0,7,,17,0,
164,60,18,,0,22,,18,5,
164,48,18,,0,21,,19,1,
164,25,22,,0,12,,20,-6,
164,18,3,,0,14,,21,-5,
164,37,21,,0,16,,22,-999,
165,30,6,,10,1,1,1,0,
165,22,6,,6,3,2,2,-1,
165,21,22,,4,10,3,3,0,
165,57,1,,3,4,4,4,-1,
165,50,21,,2,13,5,5,2,
165,15,17,,1,7,6,6,-2,
165,14,1,,0,2,7,7,0,
165,41,16,,0,8,8,8,0,
165,25,22,,0,14,9,9,0,
165,64,15,,0,19,10,10,2,
165,18,3,,0,18,11,11,-1,
165,60,18,,0,22,12,12,1,
165,56,19,,0,16,13,13,-6,
165,23,3,,0,12,14,14,-1,
165,35,16,,0,6,15,15,3,
165,48,18,,0,20,16,16,0,
165,37,21,,0,9,,17,2,
165,63,15,,0,15,,18,-1,
165,55,20,,0,17,,19,2,
165,2,20,,0,21,,20,3,
165,49,17,,0,5,,21,-1,
165,65,19,,0,11,,22,-1,
166,14,1,,10,2,1,1,-1,
166,57,1,,6,4,2,2,0,
166,22,6,,4,3,3,3,1,
166,35,16,,3,7,4,4,2,
166,23,3,,2,5,5,5,-2,
166,15,17,,1,9,6,6,1,
166,49,17,,0,8,7,7,2,
166,18,3,,0,10,8,8,-1,
166,21,22,,0,14,9,9,-2,
166,63,15,,0,12,10,10,3,
166,64,15,,0,15,11,11,-4,
166,2,20,,0,16,12,12,2,
166,56,19,,0,6,13,13,-4,
166,55,20,,0,18,14,14,3,
166,48,18,,0,21,15,15,0,
166,30,6,,0,1,,16,0,
166,37,21,,0,13,,17,0,
166,25,22,,0,17,,18,-3,
166,60,18,,0,22,,19,0,
166,50,21,,0,20,,20,3,
166,65,19,,0,11,,21,-1,
166,41,16,,0,19,,22,1,
167,57,1,,10,1,1,1,0,
167,14,1,,6,2,2,2,0,
167,22,6,,4,3,3,3,-5,
167,35,16,,3,7,4,4,-8,
167,18,3,,2,18,5,5,11,
167,63,15,,1,9,6,6,6,
167,65,19,,0,16,7,7,10,
167,48,18,,0,20,8,8,10,
167,64,15,,0,11,9,9,-8,
167,25,22,,0,14,10,10,3,
167,54,19,,0,21,11,11,5,
167,60,18,,0,22,12,12,10,
167,41,16,,0,6,,13,-11,
167,23,3,,0,19,,14,1,
167,2,20,,0,13,,15,0,
167,55,20,,0,17,,16,3,
167,37,21,,0,12,,17,8,
167,50,21,,0,10,,18,5,
167,49,17,,0,15,,19,6,
167,30,6,,0,4,,20,-999,
167,15,17,,0,5,,21,-999,
167,21,22,,0,8,,22,-999,
168,22,6,,10,18,1,1,8,
168,57,1,,6,4,2,2,3,
168,14,1,,4,1,3,3,-1,
168,18,3,,3,16,4,4,-3,
168,63,15,,2,15,5,5,1,
168,37,21,,1,5,6,6,1,
168,23,3,,0,14,7,7,3,
168,35,16,,0,9,8,8,1,
168,15,17,,0,6,9,9,3,
168,56,19,,0,10,10,10,5,
168,60,18,,0,21,11,11,1,
168,2,20,,0,13,12,12,0,
168,49,17,,0,17,,13,1,
168,50,21,,0,11,,14,4,
168,41,16,,0,12,,15,3,
168,48,18,,0,22,,16,5,
168,25,22,,0,7,,17,-5,
168,64,15,,0,19,,18,4,
168,55,20,,0,20,,19,2,
168,65,19,,0,8,,20,2,
168,30,6,,0,2,,21,-999,
168,21,22,,0,3,,22,-999,
169,57,1,,10,3,1,1,2,
169,30,6,,6,1,2,2,-1,
169,14,1,,4,2,3,3,-1,
169,22,6,,3,5,4,4,0,
169,23,3,,2,4,5,5,0,
169,49,17,,1,6,6,6,0,
169,15,17,,0,12,7,7,-1,
169,56,19,,0,10,8,8,1,
169,18,3,,0,8,9,9,0,
169,63,15,,0,9,10,10,-2,
169,25,22,,0,11,11,11,1,
169,35,16,,0,16,12,12,-5,
169,50,21,,0,20,13,13,2,
169,41,16,,0,18,14,14,2,
169,48,18,,0,21,15,15,2,
169,37,21,,0,15,16,16,-7,
169,60,18,,0,22,,17,2,
169,65,19,,0,17,,18,2,
169,64,15,,0,13,,19,1,
169,21,22,,0,7,,20,0,
169,2,20,,0,19,,21,2,
169,55,20,,0,14,,22,0,
170,57,1,,10,1,1,1,0,
170,30,6,,6,4,2,2,0,
170,23,3,,4,6,3,3,0,
170,14,1,,3,5,4,4,0,
170,18,3,,2,3,5,5,0,
170,49,17,,1,8,6,6,0,
170,35,16,,0,7,7,7,0,
170,65,19,,0,9,8,8,0,
170,63,15,,0,18,9,9,0,
170,56,19,,0,12,10,10,0,
170,64,15,,0,15,11,11,-1,
170,41,16,,0,13,12,12,0,
170,25,22,,0,19,13,13,0,
170,48,18,,0,21,14,14,0,
170,50,21,,0,20,15,15,0,
170,37,21,,0,16,16,16,1,
170,60,18,,0,22,17,17,0,
170,22,6,,0,10,,18,0,
170,55,20,,0,17,,19,0,
170,2,20,,0,14,,20,0,
170,21,22,,0,11,,21,0,
170,15,17,,0,2,,22,0,
171,30,6,,10,1,1,1,0,
171,57,1,,6,3,2,2,1,
171,23,3,,4,7,3,3,3,
171,50,21,,3,11,4,4,3,
171,25,22,,2,13,5,5,6,
171,41,16,,1,17,6,6,4,
171,63,15,,0,15,7,7,1,
171,64,15,,0,16,8,8,4,
171,48,18,,0,21,9,9,12,
171,60,18,,0,22,10,10,11,
171,21,22,,0,9,11,11,4,
171,55,20,,0,19,12,12,3,
171,2,20,,0,20,,13,10,
171,35,16,,0,4,,14,1,
171,18,3,,0,12,,15,6,
171,65,19,,0,18,,16,3,
171,22,6,,0,2,,17,-999,
171,14,1,,0,5,,18,-999,
171,15,17,,0,6,,19,-999,
171,49,17,,0,8,,20,-999,
171,37,21,,0,10,,21,-999,
171,56,19,,0,14,,22,-999,
172,30,6,,10,1,1,1,-1,
172,22,6,,6,4,2,2,0,
172,49,17,,4,7,3,3,-2,
172,35,16,,3,8,4,4,1,
172,14,1,,2,2,5,5,1,
172,41,16,,1,12,6,6,1,
172,56,19,,0,17,7,7,4,
172,64,15,,0,9,8,8,-1,
172,2,20,,0,16,9,9,1,
172,25,22,,0,11,10,10,-1,
172,65,19,,0,19,11,11,-3,
172,48,18,,0,22,12,12,2,
172,55,20,,0,20,,13,2,
172,60,18,,0,21,,14,0,
172,23,3,,0,10,,15,2,
172,37,21,,0,18,,16,1,
172,21,22,,0,15,,17,-4,
172,50,21,,0,13,,18,-1,
172,57,1,,0,3,,19,0,
172,63,15,,0,14,,20,-2,
172,18,3,,0,6,,21,0,
172,15,17,,0,5,,22,0,
173,30,6,,10,1,1,1,-1,
173,57,1,,6,2,2,2,1,
173,14,1,,4,3,3,3,0,
173,22,6,,3,4,4,4,-2,
173,18,3,,2,5,5,5,-2,
173,35,16,,1,9,6,6,0,
173,65,19,,0,10,7,7,2,
173,56,19,,0,7,8,8,2,
173,41,16,,0,18,9,9,0,
173,63,15,,0,19,10,10,4,
173,64,15,,0,20,11,11,1,
173,37,21,,0,13,12,12,0,
173,15,17,,0,15,13,13,3,
173,21,22,,0,12,14,14,-8,
173,60,18,,0,22,15,15,0,
173,48,18,,0,21,,16,0,
173,23,3,,0,6,,17,2,
173,2,20,,0,16,,18,-1,
173,25,22,,0,11,,19,-3,
173,49,17,,0,8,,20,-3,
173,55,20,,0,17,,21,1,
173,50,21,,0,14,,22,4,
174,30,6,,10,1,1,1,-2,
174,14,1,,6,3,2,2,1,
174,22,6,,4,4,3,3,0,
174,57,1,,3,2,4,4,1,
174,35,16,,2,6,5,5,0,
174,56,19,,1,7,6,6,0,
174,25,22,,0,5,7,7,0,
174,63,15,,0,17,8,8,6,
174,21,22,,0,13,9,9,0,
174,50,21,,0,15,10,10,-3,
174,55,20,,0,18,11,11,-1,
174,15,17,,0,9,12,12,-7,
174,60,18,,0,22,13,13,5,
174,65,19,,0,12,,14,3,
174,41,16,,0,11,,15,-1,
174,23,3,,0,8,,16,-6,
174,48,18,,0,21,,17,6,
174,18,3,,0,16,,18,6,
174,49,17,,0,10,,19,2,
174,37,21,,0,14,,20,-999,
174,2,20,,0,19,,21,-999,
174,64,15,,0,20,,22,-999,
175,56,6,,10,6,1,1,3,
175,49,17,,6,5,2,2,1,
175,23,3,,4,8,3,3,3,
175,21,22,,3,7,4,4,1,
175,22,24,,2,4,5,5,-15,
175,37,21,,1,18,6,6,6,
175,68,21,,0,17,7,7,4,
175,30,6,,0,3,8,8,-14,
175,41,16,,0,19,,9,9,
175,69,18,,0,21,,10,10,
175,25,22,,0,10,,11,-5,
175,64,15,,0,14,,12,5,
175,48,18,,0,22,,13,4,
175,15,20,,0,12,,14,4,
175,44,20,,0,20,,15,4,
175,57,1,,0,1,,16,0,
175,70,3,,0,15,,17,1,
175,14,1,,0,2,,18,0,
175,35,16,,0,11,,19,4,
175,71,17,,0,9,,20,-999,
175,55,15,,0,16,,21,-999,
175,65,24,,0,13,,22,-999,
176,57,1,,10,1,1,1,0,
176,30,6,,6,4,2,2,1,
176,49,17,,4,8,3,3,2,
176,23,3,,3,11,4,4,0,
176,56,6,,2,6,5,5,2,
176,44,20,,1,12,6,6,3,
176,25,22,,0,9,7,7,2,
176,68,21,,0,19,8,8,0,
176,48,18,,0,20,9,9,2,
176,37,21,,0,17,,10,0,
176,35,16,,0,21,,11,1,
176,70,3,,0,16,,12,0,
176,22,24,,0,3,,13,1,
176,64,15,,0,15,,14,1,
176,21,22,,0,5,,15,0,
176,72,18,,0,18,,16,-999,
176,55,15,,0,14,,17,1,
176,14,1,,0,2,,18,-19,
176,15,20,,0,13,,19,1,
176,65,24,,0,10,,20,0,
176,71,17,,0,7,,21,-1,
176,41,16,,0,0,,22,-999,
177,30,6,,10,3,1,1,0,
177,14,1,,6,2,2,2,0,
177,22,24,,4,6,3,3,1,
177,71,17,,3,8,4,4,0,
177,21,22,,2,16,5,5,4,
177,55,15,,1,13,6,6,4,
177,63,16,,0,19,7,7,-999,
177,69,18,,0,22,8,8,3,
177,48,18,,0,21,9,9,1,
177,65,24,,0,12,10,10,2,
177,70,3,,0,10,11,11,-1,
177,64,15,,0,15,,12,2,
177,44,20,,0,11,,13,-4,
177,56,6,,0,4,,14,0,
177,49,17,,0,7,,15,1,
177,68,21,,0,20,,16,4,
177,23,3,,0,9,,17,2,
177,57,1,,0,1,,18,0,
177,37,21,,0,18,,19,1,
177,25,22,,0,17,,20,-1,
177,35,16,,0,14,,21,-999,
177,15,20,,0,5,,22,-999,
178,30,6,,10,2,1,1,1,
178,56,6,,6,4,2,2,1,
178,57,1,,4,1,3,3,-1,
178,49,17,,3,6,4,4,0,
178,21,22,,2,9,5,5,1,
178,25,22,,1,10,6,6,-1,
178,15,20,,0,7,7,7,0,
178,70,3,,0,11,8,8,1,
178,22,24,,0,5,9,9,0,
178,23,3,,0,16,,10,0,
178,55,15,,0,14,,11,-1,
178,64,15,,0,15,,12,1,
178,44,20,,0,18,,13,0,
178,14,1,,0,3,,14,-1,
178,63,16,,0,12,,15,-999,
178,68,21,,0,19,,16,0,
178,35,16,,0,8,,17,-1,
178,65,24,,0,13,,18,1,
178,37,21,,0,21,,19,-1,
178,48,18,,0,22,,20,1,
178,69,18,,0,20,,21,0,
178,71,17,,0,17,,22,0,
179,57,1,,10,1,1,1,0,
179,14,1,,6,3,2,2,1,
179,30,6,,4,4,3,3,0,
179,56,6,,3,2,4,4,-3,
179,23,3,,2,10,5,5,2,
179,15,20,,1,9,6,6,3,
179,71,17,,0,11,7,7,-2,
179,63,16,,0,16,8,8,-999,
179,21,22,,0,13,9,9,-1,
179,25,22,,0,18,10,10,2,
179,37,21,,0,19,11,11,1,
179,68,21,,0,20,12,12,1,
179,69,18,,0,22,,13,2,
179,35,16,,0,6,,14,3,
179,64,15,,0,12,,15,0,
179,65,24,,0,14,,16,3,
179,49,17,,0,8,,17,-1,
179,55,15,,0,5,,18,-2,
179,70,3,,0,17,,19,2,
179,44,20,,0,15,,20,-6,
179,48,18,,0,21,,21,-999,
179,22,24,,0,7,,22,-3,
180,57,1,,10,2,1,1,0,
180,21,22,,6,7,2,2,3,
180,56,6,,4,3,3,3,0,
180,23,3,,3,13,4,4,4,
180,65,24,,2,10,5,5,3,
180,64,15,,1,18,6,6,8,
180,14,1,,0,4,7,7,-1,
180,48,18,,0,22,8,8,5,
180,44,20,,0,15,9,9,-3,
180,69,18,,0,21,10,10,6,
180,49,17,,0,6,11,11,0,
180,70,3,,0,12,,12,4,
180,68,21,,0,19,,13,3,
180,35,16,,0,16,,14,5,
180,30,6,,0,1,,15,0,
180,37,21,,0,20,,16,6,
180,71,17,,0,14,,17,2,
180,22,24,,0,5,,18,-14,
180,41,16,,0,17,,19,4,
180,55,15,,0,8,,20,-999,
180,15,20,,0,9,,21,-999,
180,25,22,,0,11,,22,-999,
181,49,17,,10,5,1,1,1,
181,57,1,,6,14,2,2,5,
181,22,24,,4,1,3,3,0,
181,23,3,,3,16,4,4,2,
181,30,6,,2,6,5,5,1,
181,56,6,,1,17,6,6,-1,
181,15,20,,0,8,7,7,1,
181,44,20,,0,3,8,8,-3,
181,41,16,,0,10,9,9,-5,
181,69,18,,0,20,10,10,-1,
181,37,21,,0,21,11,11,2,
181,21,22,,0,7,,12,-1,
181,71,17,,0,18,,13,1,
181,70,3,,0,15,,14,-1,
181,35,16,,0,12,,15,-1,
181,25,22,,0,13,,16,3,
181,48,18,,0,19,,17,-3,
181,55,15,,0,2,,18,0,
181,14,1,,0,4,,19,1,
181,64,15,,0,11,,20,-1,
181,65,24,,0,9,,21,-2,
181,68,21,,0,22,,22,2,
182,14,1,,10,3,1,1,0,
182,56,6,,6,4,2,2,2,
182,23,3,,4,8,3,3,3,
182,49,17,,3,5,4,4,1,
182,71,17,,2,6,5,5,0,
182,64,15,,1,12,6,6,3,
182,21,22,,0,17,7,7,3,
182,22,24,,0,7,8,8,0,
182,15,20,,0,14,9,9,1,
182,25,22,,0,18,10,10,3,
182,70,3,,0,13,11,11,1,
182,65,24,,0,11,12,12,1,
182,44,20,,0,15,13,13,-2,
182,55,15,,0,10,14,14,2,
182,48,18,,0,22,15,15,3,
182,68,21,,0,19,16,16,1,
182,41,16,,0,16,,17,0,
182,57,1,,0,1,,18,0,
182,35,16,,0,9,,19,-2,
182,69,18,,0,21,,20,1,
182,37,21,,0,20,,21,-999,
182,30,6,,0,2,,22,-999,
