DriverId,DriverName,FirstLapChangeList,FirstLapChangeMin,FirstLapChangeMax,FirstLapChangeFirstQuartile,FirstLapChangeMedian,FirstLapChangeThirdQuartile,FirstLapChangeMean,FirstLapChangeSd
43,Cristiano da Matta,"0,-4,-3,-4,-2,5,3,0,1,-1,-1,0,-2,0,-5,4,1,-1,",-5,5,-2,0,0,-1,2.6457513110645907
44,Olivier Panis,"-1,-1,8,3,1,-4,0,0,2,2,-5,-1,5,6,0,-1,2,-3,-6,-1,-1,-3,3,3,0,2,2,-10,-1,-1,-4,4,3,-2,-7,1,5,2,-7,-3,0,4,7,3,-1,-9,-2,4,0,3,2,-1,-1,2,4,2,3,1,1,-1,-4,-3,-2,3,5,2,2,",-10,8,-1,0,2,0,3.4641016151377544
45,Giorgio Pantano,"0,-2,-2,3,3,3,",-2,3,-2,3,3,0,2.2360679774997898
46,Gianmaria Bruni,"-1,-3,1,-1,1,1,1,4,-1,",-3,4,-1,1,1,0,1.7320508075688772
47,Zsolt Baumgartner,"-2,0,4,3,-2,2,5,1,-1,0,0,",-2,5,-1,0,1,0,2.2360679774997898
48,Marc Gen̩,"-2,8,2,2,10,-3,2,0,2,8,3,4,5,2,6,-2,12,6,4,6,",-3,12,2,4,6,3,3.872983346207417
49,Heinz-Harald Frentzen,"-1,1,1,0,1,2,-2,-11,4,4,0,1,-1,-4,5,2,0,0,6,0,0,-2,-1,0,2,1,-3,0,-6,-3,0,1,3,-2,2,5,0,1,1,-10,0,0,4,2,-1,0,1,0,-4,2,0,2,0,-2,1,-2,0,-6,-2,-2,2,-1,-1,-2,2,1,1,2,",-11,6,-1,0,2,-1,3.0
50,Jos Verstappen,"0,4,0,12,-2,6,5,8,-1,9,1,6,2,3,4,1,2,6,6,9,10,5,6,4,3,9,2,3,6,3,7,1,4,5,9,-3,4,8,9,2,",-3,12,2,4,7,4,3.4641016151377544
51,Justin Wilson,"9,0,-1,1,0,",-1,9,0,0,1,1,3.7416573867739413
52,Ralph Firman,"9,3,1,-1,-1,1,-3,",-3,9,-1,1,1,1,3.6055512754639891
53,Nicolas Kiesa,"6,1,5,-1,",-1,6,1,5,6,2,2.8284271247461903
54,Luciano Burti,"4,0,0,-2,2,-3,-1,",-3,4,-2,0,0,0,2.0
55,Jean Alesi,"-1,2,0,6,2,1,0,2,1,2,-3,4,2,1,4,3,-1,2,5,2,3,4,-4,5,2,2,4,7,3,3,2,2,6,6,7,0,2,5,3,2,0,5,3,6,2,3,-5,3,0,5,0,5,4,4,0,2,3,1,4,4,2,",-5,7,1,2,4,2,2.4494897427831779
56,Eddie Irvine,"14,-9,3,1,1,0,0,-3,-3,2,-1,0,0,1,0,4,5,-4,0,-2,-4,3,2,2,0,-3,2,-3,5,-1,1,1,0,3,0,1,2,8,-1,1,2,2,3,2,2,2,1,1,2,0,-1,-1,3,0,-1,2,1,2,-1,-1,3,2,",-9,14,-1,1,2,0,3.0
